id,subject,term,meaning_ja,example_en,example_ja,source,status,used_at
244,AUD,disclaimer of opinion,意見不表明,The auditor issued a disclaimer of opinion.,監査人は意見不表明とした。,,verified,
245,AUD,emphasis-of-matter paragraph,強調事項区分,An emphasis-of-matter paragraph highlights a disclosed matter.,強調事項区分は開示済みの事項を強調する。,,verified,
246,AUD,internal control,内部統制,The auditor obtained an understanding of internal control.,監査人は内部統制を理解した。,,verified,
247,AUD,control environment,統制環境,The control environment sets the tone of the organization.,統制環境は組織の気風を決める。,,verified,
248,AUD,control activities,統制活動,Control activities include approvals and reconciliations.,統制活動には承認や照合が含まれる。,,verified,
249,AUD,monitoring activities,モニタリング活動,Monitoring activities assess control performance over time.,モニタリング活動は統制の有効性を継続的に評価する。,,verified,
250,AUD,segregation of duties,職務の分離,Segregation of duties reduces the risk of fraud.,職務の分離は不正のリスクを低減する。,,verified,
251,AUD,authorization,承認,Proper authorization is required for each purchase.,各購買には適切な承認が必要である。,,verified,
252,AUD,reconciliation,照合(残高調整),The monthly reconciliation detected the difference.,月次照合により差異が発見された。,,verified,
253,AUD,walkthrough,ウォークスルー,A walkthrough traces a transaction through the process.,ウォークスルーは取引を業務プロセスに沿って追跡する。,,verified,
254,AUD,test of controls,統制テスト(運用評価手続),Tests of controls evaluate operating effectiveness.,統制テストは運用状況の有効性を評価する。,,verified,
255,AUD,substantive procedures,実証手続,Substantive procedures detect material misstatements.,実証手続は重要な虚偽表示を発見する。,,verified,
256,AUD,sampling risk,サンプリング・リスク,Sampling risk arises from testing less than 100 percent.,サンプリング・リスクは全数検証を行わないことから生じる。,,verified,
257,AUD,attribute sampling,属性サンプリング,Attribute sampling is used in tests of controls.,属性サンプリングは統制テストで用いられる。,,verified,
258,AUD,population,母集団,The population consists of all sales invoices.,母集団はすべての売上請求書からなる。,,verified,
259,AUD,sample size,サンプル数,A lower risk requires a larger sample size.,リスクを低くするには大きなサンプル数が必要である。,,verified,
260,AUD,materiality,重要性,Materiality is determined during planning.,重要性は計画段階で決定される。,,verified,
261,AUD,going concern,継続企業の前提,Substantial doubt about going concern must be evaluated.,継続企業の前提に関する重要な疑義は評価されなければならない。,,verified,
262,AUD,management representation letter,経営者確認書,The management representation letter is dated at the report date.,経営者確認書の日付は監査報告書日と同日である。,,verified,
263,AUD,those charged with governance,統治責任者,Significant findings are communicated to those charged with governance.,重要な発見事項は統治責任者に伝達される。,,verified,
264,AUD,audit committee,監査委員会,The audit committee oversees the external auditor.,監査委員会は外部監査人を監督する。,,verified,
265,AUD,internal auditor,内部監査人,The internal auditor reports to the audit committee.,内部監査人は監査委員会に報告する。,,verified,
266,AUD,external auditor,外部監査人,The external auditor is independent of the company.,外部監査人は会社から独立している。,,verified,
267,AUD,compilation,調製業務(コンピレーション),A compilation provides no assurance.,調製業務は保証を提供しない。,,verified,
268,AUD,review engagement,レビュー業務,A review provides limited assurance.,レビュー業務は限定的保証を提供する。,,verified,
269,AUD,attestation engagement,証明業務,An attestation engagement reports on subject matter.,証明業務は主題に関して報告する。,,verified,
270,AUD,assurance services,保証業務,Assurance services improve the quality of information.,保証業務は情報の質を高める。,,verified,
271,AUD,agreed-upon procedures,合意された手続,Agreed-upon procedures report only factual findings.,合意された手続は事実に基づく発見事項のみを報告する。,,verified,
272,AUD,quality control,品質管理,The firm maintains a system of quality control.,監査事務所は品質管理のシステムを維持する。,,verified,
273,AUD,scope limitation,監査範囲の制約,A scope limitation may lead to a qualified opinion.,監査範囲の制約は限定付適正意見につながり得る。,,verified,
274,AUD,working papers,監査調書,Working papers document the evidence obtained.,監査調書は入手した証拠を文書化する。,,verified,
275,AUD,dual dating,二重日付,Dual dating is used for a subsequent event.,二重日付は後発事象に対して用いられる。,,verified,
276,AUD,engagement partner,業務執行社員,The engagement partner is responsible for the audit.,業務執行社員は監査に責任を負う。,,verified,
277,AUD,peer review,ピア・レビュー(相互審査),The firm undergoes a peer review every three years.,監査事務所は3年ごとにピア・レビューを受ける。,,verified,
278,AUD,planning materiality,計画段階の重要性,Planning materiality guides the extent of testing.,計画段階の重要性は手続の範囲を方向づける。,,verified,
279,AUD,performance materiality,手続実施上の重要性,Performance materiality is set below overall materiality.,手続実施上の重要性は全体の重要性より低く設定される。,,verified,
280,AUD,risk of material misstatement,重要な虚偽表示リスク,The risk of material misstatement combines inherent and control risk.,重要な虚偽表示リスクは固有リスクと統制リスクからなる。,,verified,
281,AUD,significant risk,特別な検討を必要とするリスク,Revenue recognition is often a significant risk.,収益認識はしばしば特別な検討を必要とするリスクとなる。,,verified,
282,AUD,fraud risk factors,不正リスク要因,Fraud risk factors include incentives and opportunities.,不正リスク要因には動機と機会が含まれる。,,verified,
283,AUD,management override,経営者による内部統制の無効化,Management override is a risk in every audit.,経営者による内部統制の無効化はすべての監査におけるリスクである。,,verified,
284,AUD,collusion,共謀,Collusion can defeat segregation of duties.,共謀は職務の分離を無効にし得る。,,verified,
285,AUD,tone at the top,経営トップの姿勢,Tone at the top shapes the control environment.,経営トップの姿勢は統制環境を形づくる。,,verified,
286,AUD,whistleblower,内部通報者,The whistleblower reported the suspicious transactions.,内部通報者が不審な取引を報告した。,,verified,
287,AUD,related party,関連当事者,Transactions with a related party require attention.,関連当事者との取引には注意が必要である。,,verified,
288,AUD,lawyer's letter,弁護士確認書,The lawyer's letter addresses litigation and claims.,弁護士確認書は訴訟や請求について記載する。,,verified,
289,AUD,bank confirmation,銀行確認状,A bank confirmation verifies cash balances.,銀行確認状は現金預金残高を確かめる。,,verified,
290,AUD,inventory observation,棚卸立会,Inventory observation is required when amounts are material.,金額が重要な場合は棚卸立会が求められる。,,verified,
291,AUD,physical count,実地棚卸,The physical count was performed on December 31.,実地棚卸は12月31日に実施された。,,verified,
292,AUD,other-matter paragraph,その他の事項区分,An other-matter paragraph addresses matters not disclosed.,その他の事項区分は財務諸表に表示されない事項を扱う。,,verified,
293,AUD,comparative financial statements,比較財務諸表,Comparative financial statements present two or more periods.,比較財務諸表は複数の期間を表示する。,,verified,
294,AUD,opening balances,期首残高,Opening balances are audited in an initial engagement.,初年度監査では期首残高が監査される。,,verified,
295,AUD,group audit,グループ監査,A group audit covers the consolidated statements.,グループ監査は連結財務諸表を対象とする。,,verified,
296,AUD,component auditor,構成単位の監査人,The component auditor audits a subsidiary.,構成単位の監査人は子会社を監査する。,,verified,
297,AUD,using the work of a specialist,専門家の業務の利用,The auditor used the work of a valuation specialist.,監査人は評価専門家の業務を利用した。,,verified,
298,AUD,statistical sampling,統計的サンプリング,Statistical sampling quantifies sampling risk.,統計的サンプリングはサンプリング・リスクを定量化する。,,verified,
299,AUD,nonstatistical sampling,非統計的サンプリング,Nonstatistical sampling relies on professional judgment.,非統計的サンプリングは職業的判断に依拠する。,,verified,
300,AUD,stratification,層化,Stratification divides the population into groups.,層化は母集団をグループに分割する。,,verified,
301,AUD,projected misstatement,推定虚偽表示,The projected misstatement was below tolerable misstatement.,推定虚偽表示は許容虚偽表示を下回った。,,verified,
302,AUD,nonsampling risk,ノンサンプリング・リスク,Nonsampling risk includes auditor error.,ノンサンプリング・リスクには監査人の誤りが含まれる。,,verified,
303,AUD,engagement quality review,業務品質レビュー,An engagement quality review is performed before issuance.,業務品質レビューは報告書発行前に実施される。,,verified,
304,AUD,code of professional conduct,職業行為規範,CPAs must follow the code of professional conduct.,公認会計士は職業行為規範に従わなければならない。,,verified,
305,AUD,continuing professional education,継続的専門研修,CPAs complete continuing professional education each year.,公認会計士は毎年継続的専門研修を修了する。,,verified,
306,AUD,contingent fee,成功報酬,Contingent fees are prohibited for audit clients.,監査クライアントからの成功報酬は禁止されている。,,verified,
307,AUD,internal audit function,内部監査機能,The auditor evaluated the internal audit function.,監査人は内部監査機能を評価した。,,verified,
308,AUD,litigation claims and assessments,訴訟・賠償請求等,Litigation claims and assessments were reviewed with counsel.,訴訟・賠償請求等は弁護士とともに検討された。,,verified,
309,AUD,haphazard selection,無作為的選択,Haphazard selection avoids intentional bias.,無作為的選択は意図的な偏りを避ける。,,verified,
310,AUD,going concern disclosure,継続企業の前提に関する開示,Going concern disclosures were included in the notes.,継続企業の前提に関する開示が注記に含まれた。,,verified,
311,REG,federal income tax,連邦所得税,Federal income tax is imposed on worldwide income.,連邦所得税は全世界所得に課される。,,verified,
312,REG,tax return,納税申告書,The tax return is due on April 15.,納税申告書の提出期限は4月15日である。,,verified,
313,REG,filing status,申告資格,Filing status affects the tax rates applied.,申告資格は適用される税率に影響する。,,verified,
314,REG,standard deduction,標準控除,The taxpayer claimed the standard deduction.,納税者は標準控除を選択した。,,verified,
315,REG,itemized deductions,項目別控除,Itemized deductions include mortgage interest.,項目別控除には住宅ローン利子が含まれる。,,verified,
316,REG,adjusted gross income,調整後総所得(AGI),Adjusted gross income is computed before deductions.,調整後総所得は各種控除の前に計算される。,,verified,
317,REG,gross income,総所得,Gross income includes wages and interest.,総所得には給与と利子が含まれる。,,verified,
318,REG,taxable income,課税所得,Taxable income equals AGI minus deductions.,課税所得はAGIから控除を差し引いた額である。,,verified,
319,REG,tax credit,税額控除,A tax credit reduces tax dollar for dollar.,税額控除は税額をそのまま減額する。,,verified,
320,REG,tax deduction,所得控除,A tax deduction reduces taxable income.,所得控除は課税所得を減少させる。,,verified,
321,REG,capital gain,譲渡益(キャピタル・ゲイン),The sale of stock produced a capital gain.,株式の売却により譲渡益が生じた。,,verified,
322,REG,capital loss,譲渡損失,Capital losses offset capital gains.,譲渡損失は譲渡益と相殺される。,,verified,
323,REG,short-term capital gain,短期譲渡益,Short-term capital gains are taxed at ordinary rates.,短期譲渡益は通常税率で課税される。,,verified,
324,REG,long-term capital gain,長期譲渡益,Long-term capital gains receive preferential rates.,長期譲渡益には優遇税率が適用される。,,verified,
325,REG,dividend income,配当所得,Dividend income is reported on the return.,配当所得は申告書で報告される。,,verified,
326,REG,interest income,利子所得,Interest income from bonds is taxable.,債券の利子所得は課税対象である。,,verified,
327,REG,rental income,賃貸所得,Rental income is reduced by related expenses.,賃貸所得は関連費用によって減額される。,,verified,
328,REG,passive activity,受動的活動,Rental real estate is generally a passive activity.,不動産賃貸は原則として受動的活動である。,,verified,
329,REG,withholding,源泉徴収,Income tax is collected through withholding.,所得税は源泉徴収により徴収される。,,verified,
330,REG,estimated tax,予定納税,Self-employed taxpayers make estimated tax payments.,自営業者は予定納税を行う。,,verified,
331,REG,tax basis,税務上の取得価額(ベーシス),The tax basis of the property is its cost.,その資産の税務上のベーシスは取得原価である。,,verified,
332,REG,depreciation recapture,減価償却の取戻し,Depreciation recapture is taxed as ordinary income.,減価償却の取戻しは通常所得として課税される。,,verified,
333,REG,like-kind exchange,同種資産の交換,Gain may be deferred in a like-kind exchange.,同種資産の交換では利得の課税が繰り延べられる。,,verified,
334,REG,net operating loss,純営業損失,The net operating loss was carried forward.,純営業損失は繰り越された。,,verified,
335,REG,carryforward,(欠損金などの)繰越,The unused credit is available as a carryforward.,未使用の税額控除は繰越が可能である。,,verified,
336,REG,carryback,(欠損金などの)繰戻し,A carryback applies the loss to prior years.,繰戻しは損失を過年度に適用する。,,verified,
337,REG,alternative minimum tax,代替ミニマム税,The alternative minimum tax limits certain benefits.,代替ミニマム税は一定の租税優遇を制限する。,,verified,
338,REG,estate tax,遺産税,The estate tax applies to large estates.,遺産税は大規模な遺産に課される。,,verified,
339,REG,gift tax,贈与税,The gift tax is imposed on the donor.,贈与税は贈与者に課される。,,verified,
340,REG,trust,信託,The assets were transferred to a trust.,資産は信託に移転された。,,verified,
341,REG,beneficiary,受益者,The beneficiary received a distribution from the trust.,受益者は信託から分配を受けた。,,verified,
342,REG,fiduciary,受託者,A fiduciary must act in the beneficiary's interest.,受託者は受益者の利益のために行動しなければならない。,,verified,
343,REG,C corporation,C法人,A C corporation pays tax at the entity level.,C法人は法人レベルで課税される。,,verified,
344,REG,S corporation,S法人,An S corporation passes income through to shareholders.,S法人の所得は株主に直接帰属する。,,verified,
345,REG,partnership,パートナーシップ,A partnership files an information return.,パートナーシップは情報申告書を提出する。,,verified,
346,REG,general partner,無限責任パートナー,A general partner has unlimited liability.,無限責任パートナーは無限責任を負う。,,verified,
347,REG,limited partner,有限責任パートナー,A limited partner's liability is limited to the investment.,有限責任パートナーの責任は出資額に限定される。,,verified,
348,REG,limited liability company (LLC),有限責任会社(LLC),An LLC combines limited liability with flexibility.,LLCは有限責任と柔軟性を併せ持つ。,,verified,
349,REG,sole proprietorship,個人事業,A sole proprietorship is not a separate entity.,個人事業は独立した事業体ではない。,,verified,
350,REG,distribution,(株主・組合員への)分配,The partnership made a cash distribution.,パートナーシップは現金分配を行った。,,verified,
351,REG,dividends-received deduction,受取配当控除,The corporation claimed the dividends-received deduction.,その法人は受取配当控除を適用した。,,verified,
352,REG,contract,契約,A valid contract requires mutual assent.,有効な契約には相互の合意が必要である。,,verified,
353,REG,offer,申込み,The offer was accepted without changes.,その申込みは変更なく承諾された。,,verified,
354,REG,acceptance,承諾,Acceptance creates a binding contract.,承諾により拘束力のある契約が成立する。,,verified,
355,REG,consideration,約因,Consideration is something of legal value.,約因とは法的価値のあるものをいう。,,verified,
356,REG,breach of contract,契約違反,The seller's delay was a breach of contract.,売主の遅延は契約違反であった。,,verified,
357,REG,damages,損害賠償,The buyer sued for damages.,買主は損害賠償を求めて提訴した。,,verified,
358,REG,specific performance,特定履行,Specific performance may be granted for unique goods.,特定履行は代替性のない物について認められ得る。,,verified,
359,REG,rescission,契約の取消し(解除),The contract was canceled by rescission.,その契約は取消しにより解消された。,,verified,
360,REG,misrepresentation,不実表示,The buyer relied on a misrepresentation.,買主は不実表示を信頼した。,,verified,
361,REG,duress,強迫,A contract signed under duress is voidable.,強迫の下で締結された契約は取消可能である。,,verified,
362,REG,undue influence,不当威圧,Undue influence makes the contract voidable.,不当威圧があると契約は取消可能となる。,,verified,
363,REG,capacity,行為能力,Minors lack full contractual capacity.,未成年者は完全な契約上の行為能力を欠く。,,verified,
364,REG,minor,未成年者,A minor may disaffirm the contract.,未成年者は契約を取り消すことができる。,,verified,
365,REG,void contract,無効な契約,An illegal agreement is a void contract.,違法な合意は無効な契約である。,,verified,
366,REG,voidable contract,取消可能な契約,A voidable contract can be canceled by one party.,取消可能な契約は一方当事者が取り消せる。,,verified,
367,REG,statute of frauds,詐欺防止法,Contracts for land require a writing under the statute of frauds.,土地の契約は詐欺防止法により書面が必要である。,,verified,
368,REG,parol evidence rule,口頭証拠排除原則,The parol evidence rule excludes prior oral statements.,口頭証拠排除原則は事前の口頭合意を排除する。,,verified,
369,REG,assignment,(権利の)譲渡,The right to payment was transferred by assignment.,支払を受ける権利は譲渡により移転した。,,verified,
370,REG,delegation,(義務の)委譲,Duties were transferred by delegation.,義務は委譲により移転された。,,verified,
371,REG,third-party beneficiary,第三者受益者,The insurance contract named a third-party beneficiary.,その保険契約は第三者受益者を指定した。,,verified,
372,REG,agency,代理,Agency allows one person to act for another.,代理により他人のために行為することができる。,,verified,
373,REG,principal,本人,The principal is bound by the agent's authorized acts.,本人は代理人の権限内の行為に拘束される。,,verified,
374,REG,agent,代理人,The agent signed the contract for the principal.,代理人は本人のために契約に署名した。,,verified,
375,REG,apparent authority,表見的権限(表見代理),Apparent authority arises from the principal's conduct.,表見的権限は本人の行動から生じる。,,verified,
376,REG,fiduciary duty,信認義務,An agent owes a fiduciary duty to the principal.,代理人は本人に対して信認義務を負う。,,verified,
377,REG,negligence,過失,Negligence requires a breach of duty of care.,過失には注意義務違反が必要である。,,verified,
378,REG,statute of limitations,出訴期限(時効),The claim was barred by the statute of limitations.,その請求は出訴期限により妨げられた。,,verified,
379,REG,negotiable instrument,流通証券,A check is a negotiable instrument.,小切手は流通証券である。,,verified,
380,REG,promissory note,約束手形,The borrower signed a promissory note.,借主は約束手形に署名した。,,verified,
381,REG,endorsement,裏書,The check was transferred by endorsement.,その小切手は裏書により譲渡された。,,verified,
382,REG,holder in due course,正当所持人,A holder in due course takes free of most defenses.,正当所持人は多くの抗弁の対抗を受けない。,,verified,
383,REG,secured transaction,担保付取引,The loan was structured as a secured transaction.,その貸付は担保付取引として組成された。,,verified,
384,REG,collateral,担保物,The equipment served as collateral.,その設備が担保物となった。,,verified,
385,REG,perfection,(担保権の)対抗要件の具備,Perfection was achieved by filing a financing statement.,担保権の対抗要件は登録書類の提出により具備された。,,verified,
386,REG,bankruptcy,破産,The debtor filed for bankruptcy.,債務者は破産を申し立てた。,,verified,
387,REG,debtor,債務者,The debtor listed all creditors in the petition.,債務者は申立書にすべての債権者を記載した。,,verified,
388,REG,creditor,債権者,Each creditor filed a claim.,各債権者は債権の届出を行った。,,verified,
389,REG,lien,リーエン(担保権・先取特権),The bank held a lien on the property.,銀行はその不動産にリーエンを有していた。,,verified,
390,REG,surety,保証人,The surety is liable if the debtor defaults.,債務者が不履行の場合は保証人が責任を負う。,,verified,
391,REG,registration statement,(証券の)登録届出書,The company filed a registration statement with the SEC.,当社はSECに登録届出書を提出した。,,verified,
392,REG,prospectus,目論見書,Investors received the prospectus before purchase.,投資家は購入前に目論見書を受け取った。,,verified,
393,REG,insider trading,インサイダー取引,Insider trading is prohibited by securities law.,インサイダー取引は証券法により禁止されている。,,verified,
394,REG,Internal Revenue Code,内国歳入法典,The Internal Revenue Code governs federal taxation.,内国歳入法典は連邦課税を規律する。,,verified,
395,REG,Internal Revenue Service (IRS),内国歳入庁(IRS),The IRS examined the taxpayer's return.,IRSは納税者の申告書を調査した。,,verified,
396,REG,tax audit,税務調査,The company was selected for a tax audit.,当社は税務調査の対象に選ばれた。,,verified,
397,REG,tax evasion,脱税,Tax evasion is a criminal offense.,脱税は犯罪である。,,verified,
398,REG,tax avoidance,節税(租税回避),Legal tax avoidance uses available deductions.,適法な節税は認められた控除を活用する。,,verified,
399,REG,penalty,加算税(ペナルティ),A penalty was imposed for late filing.,期限後申告に対して加算税が課された。,,verified,
400,REG,amended return,修正申告書,The taxpayer filed an amended return.,納税者は修正申告書を提出した。,,verified,
401,REG,extension,申告期限の延長,An extension gives more time to file.,期限延長により申告の時間が延びる。,,verified,
402,REG,dependent,扶養親族,The taxpayer claimed two dependents.,納税者は2人の扶養親族を申告した。,,verified,
403,REG,qualifying child,適格児童,A qualifying child must meet the age test.,適格児童は年齢要件を満たす必要がある。,,verified,
404,REG,head of household,特定世帯主,Head of household status offers lower rates.,特定世帯主の申告資格には低い税率が適用される。,,verified,
405,REG,married filing jointly,夫婦合算申告,The couple chose married filing jointly.,その夫婦は夫婦合算申告を選択した。,,verified,
406,REG,married filing separately,夫婦個別申告,Married filing separately may limit certain benefits.,夫婦個別申告では一定の優遇が制限され得る。,,verified,
407,REG,wages,給与,Wages are subject to withholding.,給与は源泉徴収の対象である。,,verified,
408,REG,self-employment income,自営業所得,Self-employment income is subject to self-employment tax.,自営業所得には自営業税が課される。,,verified,
409,REG,fringe benefits,付加給付(フリンジ・ベネフィット),Some fringe benefits are excluded from income.,一部の付加給付は所得から除外される。,,verified,
410,REG,alimony,離婚扶養料,The tax treatment of alimony depends on the agreement date.,離婚扶養料の課税関係は合意の時期による。,,verified,
411,REG,child support,養育費,Child support is not taxable to the recipient.,養育費は受取人において課税されない。,,verified,
412,REG,scholarship,奨学金,A scholarship for tuition may be tax-free.,授業料に充てる奨学金は非課税となり得る。,,verified,
413,REG,unemployment compensation,失業給付,Unemployment compensation is included in gross income.,失業給付は総所得に含まれる。,,verified,
414,REG,social security benefits,社会保障給付,A portion of social security benefits may be taxable.,社会保障給付の一部は課税対象となり得る。,,verified,
415,REG,municipal bond interest,地方債利子,Municipal bond interest is exempt from federal tax.,地方債利子は連邦税が非課税である。,,verified,
416,REG,casualty loss,災害損失,The casualty loss resulted from the flood.,その災害損失は洪水により生じた。,,verified,
417,REG,medical expenses,医療費,Medical expenses above the threshold are deductible.,一定額を超える医療費は控除できる。,,verified,
418,REG,mortgage interest,住宅ローン利子,Mortgage interest is an itemized deduction.,住宅ローン利子は項目別控除の対象である。,,verified,
419,REG,property tax,固定資産税,Property taxes were paid on the residence.,住宅に固定資産税が支払われた。,,verified,
420,REG,charitable deduction,寄付金控除,The donation qualified for a charitable deduction.,その寄付は寄付金控除の対象となった。,,verified,
421,REG,earned income credit,勤労所得税額控除,The earned income credit is refundable.,勤労所得税額控除は還付可能である。,,verified,
422,REG,child tax credit,児童税額控除,The family claimed the child tax credit.,その家族は児童税額控除を申告した。,,verified,
423,REG,foreign tax credit,外国税額控除,The foreign tax credit prevents double taxation.,外国税額控除は二重課税を防止する。,,verified,
424,REG,corporate formation,法人設立,No gain is recognized on a qualifying corporate formation.,要件を満たす法人設立では利得は認識されない。,,verified,
425,REG,boot,ブート(交換差金),Receiving boot may trigger gain recognition.,ブートの受領は利得の認識を生じさせ得る。,,verified,
426,REG,liquidation,清算,The corporation distributed assets in liquidation.,その法人は清算により資産を分配した。,,verified,
427,REG,reorganization,組織再編,A tax-free reorganization requires continuity of interest.,非課税の組織再編には持分の継続が必要である。,,verified,
428,REG,accumulated earnings tax,留保金課税,The accumulated earnings tax targets excessive retention.,留保金課税は過剰な内部留保を対象とする。,,verified,
429,REG,personal holding company,個人持株会社,A personal holding company is subject to an additional tax.,個人持株会社には追加の税が課される。,,verified,
430,REG,workers' compensation,労災補償,Workers' compensation benefits are excluded from income.,労災補償給付は所得から除外される。,,verified,
431,BAR,capital budgeting,設備投資の経済性計算(資本予算),Capital budgeting evaluates long-term investments.,資本予算は長期投資を評価する。,,verified,
432,BAR,net present value,正味現在価値(NPV),The project has a positive net present value.,そのプロジェクトの正味現在価値はプラスである。,,verified,
433,BAR,internal rate of return,内部収益率(IRR),The internal rate of return exceeds the hurdle rate.,内部収益率はハードル・レートを上回っている。,,verified,
434,BAR,payback period,回収期間,The payback period is three years.,回収期間は3年である。,,verified,
435,BAR,cost of capital,資本コスト,Projects must earn more than the cost of capital.,プロジェクトは資本コストを上回る収益を上げなければならない。,,verified,
436,BAR,cost of debt,負債コスト,The cost of debt reflects interest rates.,負債コストは金利を反映する。,,verified,
437,BAR,cost of equity,株主資本コスト,The cost of equity exceeds the cost of debt.,株主資本コストは負債コストより高い。,,verified,
438,BAR,weighted-average cost of capital,加重平均資本コスト(WACC),The WACC is used as the discount rate.,WACCは割引率として用いられる。,,verified,
439,BAR,leverage,レバレッジ,Higher leverage increases financial risk.,レバレッジが高いほど財務リスクは増大する。,,verified,
440,BAR,liquidity,流動性,Liquidity measures the ability to pay short-term debts.,流動性は短期債務の支払能力を測る。,,verified,
441,BAR,solvency,支払能力,Solvency concerns long-term financial stability.,支払能力は長期の財務健全性に関わる。,,verified,
442,BAR,current ratio,流動比率,The current ratio is current assets divided by current liabilities.,流動比率は流動資産を流動負債で割ったものである。,,verified,
443,BAR,quick ratio,当座比率,The quick ratio excludes inventory.,当座比率は棚卸資産を除外する。,,verified,
444,BAR,debt-to-equity ratio,負債資本比率,The debt-to-equity ratio measures leverage.,負債資本比率はレバレッジを測定する。,,verified,
445,BAR,inventory turnover,棚卸資産回転率,High inventory turnover indicates efficient sales.,高い棚卸資産回転率は効率的な販売を示す。,,verified,
446,BAR,receivables turnover,売上債権回転率,Receivables turnover shows collection efficiency.,売上債権回転率は回収の効率を示す。,,verified,
447,BAR,return on assets,総資産利益率(ROA),Return on assets measures asset efficiency.,ROAは資産の効率性を測定する。,,verified,
448,BAR,return on equity,自己資本利益率(ROE),Return on equity measures shareholder returns.,ROEは株主にとっての収益性を測定する。,,verified,
449,BAR,contribution margin,貢献利益,Contribution margin equals sales minus variable costs.,貢献利益は売上高から変動費を差し引いた額である。,,verified,
450,BAR,break-even point,損益分岐点,Sales reached the break-even point in May.,売上は5月に損益分岐点に達した。,,verified,
451,BAR,fixed costs,固定費,Rent is a typical fixed cost.,家賃は典型的な固定費である。,,verified,
452,BAR,variable costs,変動費,Variable costs change with production volume.,変動費は生産量に応じて変化する。,,verified,
453,BAR,mixed costs,準変動費,Utility costs are often mixed costs.,水道光熱費はしばしば準変動費である。,,verified,
454,BAR,relevant range,正常操業圏,Cost behavior holds within the relevant range.,原価の挙動は正常操業圏内で成立する。,,verified,
455,BAR,job order costing,個別原価計算,Custom products use job order costing.,受注生産品には個別原価計算が用いられる。,,verified,
456,BAR,process costing,総合原価計算,Mass production uses process costing.,大量生産には総合原価計算が用いられる。,,verified,
457,BAR,activity-based costing,活動基準原価計算(ABC),Activity-based costing assigns overhead by activities.,ABCは活動に基づいて間接費を配賦する。,,verified,
458,BAR,standard costing,標準原価計算,Standard costing compares actual and standard costs.,標準原価計算は実際原価と標準原価を比較する。,,verified,
459,BAR,manufacturing overhead,製造間接費,Manufacturing overhead is applied to products.,製造間接費は製品に配賦される。,,verified,
460,BAR,direct materials,直接材料費,Direct materials are traced to each product.,直接材料費は各製品に直課される。,,verified,
461,BAR,direct labor,直接労務費,Direct labor hours were used to apply overhead.,間接費の配賦には直接作業時間が用いられた。,,verified,
462,BAR,absorption costing,全部原価計算,Absorption costing includes fixed overhead in inventory.,全部原価計算では固定間接費が棚卸資産に含まれる。,,verified,
463,BAR,variable costing,直接原価計算,Variable costing treats fixed overhead as a period cost.,直接原価計算では固定間接費を期間原価として扱う。,,verified,
464,BAR,master budget,総合予算,The master budget covers the entire year.,総合予算は年度全体を対象とする。,,verified,
465,BAR,flexible budget,変動予算,A flexible budget adjusts for actual volume.,変動予算は実際の操業度に合わせて調整される。,,verified,
466,BAR,variance analysis,差異分析,Variance analysis explains budget deviations.,差異分析は予算との乖離を説明する。,,verified,
467,BAR,favorable variance,有利差異,Lower costs produced a favorable variance.,原価の低下により有利差異が生じた。,,verified,
468,BAR,unfavorable variance,不利差異,The price increase caused an unfavorable variance.,価格上昇により不利差異が生じた。,,verified,
469,BAR,balanced scorecard,バランスト・スコアカード,The balanced scorecard includes nonfinancial measures.,バランスト・スコアカードは非財務指標を含む。,,verified,
470,BAR,benchmarking,ベンチマーキング,Benchmarking compares performance with industry leaders.,ベンチマーキングは業界のリーダーと業績を比較する。,,verified,
471,BAR,economies of scale,規模の経済,Economies of scale lower unit costs.,規模の経済は単位当たりコストを下げる。,,verified,
472,BAR,supply and demand,需要と供給,Prices are determined by supply and demand.,価格は需要と供給によって決まる。,,verified,
473,BAR,elasticity,(需要の)弾力性,Demand elasticity measures sensitivity to price.,需要の弾力性は価格への感応度を測る。,,verified,
474,BAR,inflation,インフレーション,Inflation reduces purchasing power.,インフレーションは購買力を低下させる。,,verified,
475,BAR,gross domestic product,国内総生産(GDP),GDP measures total economic output.,GDPは経済全体の産出を測定する。,,verified,
476,BAR,monetary policy,金融政策,The central bank tightened monetary policy.,中央銀行は金融政策を引き締めた。,,verified,
477,BAR,fiscal policy,財政政策,Fiscal policy involves government spending and taxes.,財政政策は政府支出と税を扱う。,,verified,
478,BAR,business cycle,景気循環,The economy moves through the business cycle.,経済は景気循環を経て変動する。,,verified,
479,BAR,recession,景気後退,Demand fell during the recession.,景気後退の間に需要が減少した。,,verified,
480,BAR,working capital,運転資本,Working capital equals current assets minus current liabilities.,運転資本は流動資産から流動負債を差し引いた額である。,,verified,
481,BAR,regression analysis,回帰分析,Regression analysis estimates cost behavior.,回帰分析は原価の挙動を推定する。,,verified,
482,BAR,correlation,相関,A strong correlation was found between the variables.,変数間に強い相関が見られた。,,verified,
483,BAR,forecasting,予測,Sales forecasting supports budgeting.,売上予測は予算編成を支える。,,verified,
484,BAR,sensitivity analysis,感応度分析,Sensitivity analysis tests changes in assumptions.,感応度分析は前提条件の変化を検証する。,,verified,
485,BAR,scenario analysis,シナリオ分析,Scenario analysis considers multiple outcomes.,シナリオ分析は複数の結果を検討する。,,verified,
486,BAR,discounted cash flow,割引キャッシュ・フロー,The valuation used a discounted cash flow model.,その評価には割引キャッシュ・フロー・モデルが用いられた。,,verified,
